Organism	BioProject	Run	Tissue	Treatment	Isolate	AGE	SRA Study	Sample Name	Bases	Bytes	AvgSpotLen	BioSample	Experiment	ReleaseDate	create_date	Library Name	dev_stage	Cultivar					name
Brassica rapa	PRJNA641876	SRR12091174	Embryo	-	-	-	SRP268811	GSM4636954	8403945480	3226959217	252	SAMN15369028	SRX8617134	2021-08-23T00:00:00Z	2020-06-25T14:03:00Z	-	-	-					Embryo
Brassica rapa	PRJNA641876	SRR12091175	Embryo	-	-	-	SRP268811	GSM4636955	9916719624	3784980248	252	SAMN15369027	SRX8617135	2021-08-23T00:00:00Z	2020-06-25T13:51:00Z	-	-	-					Embryo
Brassica rapa	PRJNA641876	SRR12091176	Seed coat	-	-	-	SRP268811	GSM4636956	8654274972	3297843723	252	SAMN15369026	SRX8617136	2021-08-23T00:00:00Z	2020-06-25T13:56:00Z	-	-	-					Seed coat
Brassica rapa	PRJNA641876	SRR12091177	Seed coat	-	-	-	SRP268811	GSM4636957	10722058452	4086460095	252	SAMN15369025	SRX8617137	2021-08-23T00:00:00Z	2020-06-25T14:08:00Z	-	-	-					Seed coat
Brassica rapa	PRJNA641876	SRR12091178	Seed coat	-	-	-	SRP268811	GSM4636958	7902446328	2979750279	252	SAMN15369024	SRX8617138	2021-08-23T00:00:00Z	2020-06-25T13:48:00Z	-	-	-					Seed coat
Brassica rapa	PRJNA641876	SRR12091179	Seed coat	-	-	-	SRP268811	GSM4636959	6738199020	2498377114	252	SAMN15369023	SRX8617139	2021-08-23T00:00:00Z	2020-06-25T13:40:00Z	-	-	-					Seed coat
Brassica rapa	PRJNA641876	SRR12091180	Seed coat	-	-	-	SRP268811	GSM4636960	6854525748	2561591994	252	SAMN15369022	SRX8617140	2021-08-23T00:00:00Z	2020-06-25T13:39:00Z	-	-	-					Seed coat
Brassica rapa	PRJNA641876	SRR12091181	Seed coat	-	-	-	SRP268811	GSM4636961	12292277256	4578733133	252	SAMN15369021	SRX8617141	2021-08-23T00:00:00Z	2020-06-25T13:59:00Z	-	-	-					Seed coat
Brassica rapa	PRJNA641876	SRR12091182	Seed coat	-	-	-	SRP268811	GSM4636962	6928864992	2598195463	252	SAMN15369020	SRX8617142	2021-08-23T00:00:00Z	2020-06-25T13:46:00Z	-	-	-					Seed coat
Brassica rapa	PRJNA641876	SRR12091183	Seed coat	-	-	-	SRP268811	GSM4636963	10320629760	3860045344	252	SAMN15369019	SRX8617143	2021-08-23T00:00:00Z	2020-06-25T13:55:00Z	-	-	-					Seed coat
Brassica rapa	PRJNA641876	SRR12091184	Seed coat	-	-	-	SRP268811	GSM4636964	8304670332	3115508596	252	SAMN15369033	SRX8617144	2021-08-23T00:00:00Z	2020-06-25T13:43:00Z	-	-	-					Seed coat
Brassica rapa	PRJNA641876	SRR12091185	Seed coat	-	-	-	SRP268811	GSM4636965	7190423352	2724532546	252	SAMN15369355	SRX8617145	2021-08-23T00:00:00Z	2020-06-25T13:44:00Z	-	-	-					Seed coat
Brassica rapa	PRJNA641876	SRR12091186	Seed coat	-	-	-	SRP268811	GSM4636966	9219532140	3375431449	252	SAMN15369354	SRX8617146	2021-08-23T00:00:00Z	2020-06-25T14:12:00Z	-	-	-					Seed coat
Brassica rapa	PRJNA641876	SRR12091187	Seed coat	-	-	-	SRP268811	GSM4636967	9188960256	3344757149	252	SAMN15369353	SRX8617147	2021-08-23T00:00:00Z	2020-06-25T13:47:00Z	-	-	-					Seed coat
Brassica nigra	PRJNA641876	SRR12091188	Embryo	-	-	-	SRP268811	GSM4636968	8020380312	2918461274	252	SAMN15369352	SRX8617148	2021-08-23T00:00:00Z	2020-06-25T14:14:00Z	-	-	-					Embryo
Brassica nigra	PRJNA641876	SRR12091189	Embryo	-	-	-	SRP268811	GSM4636969	7017061212	2547512763	252	SAMN15369351	SRX8617149	2021-08-23T00:00:00Z	2020-06-25T13:45:00Z	-	-	-					Embryo
Brassica nigra	PRJNA641876	SRR12091190	Embryo	-	-	-	SRP268811	GSM4636970	6844574268	2501676956	252	SAMN15369350	SRX8617150	2021-08-23T00:00:00Z	2020-06-25T13:34:00Z	-	-	-					Embryo
Brassica nigra	PRJNA641876	SRR12091191	Embryo	-	-	-	SRP268811	GSM4636971	7134767388	2605495564	252	SAMN15369349	SRX8617151	2021-08-23T00:00:00Z	2020-06-25T13:35:00Z	-	-	-					Embryo
Brassica nigra	PRJNA641876	SRR12091192	Embryo	-	-	-	SRP268811	GSM4636972	6988834692	2569473793	252	SAMN15369370	SRX8617152	2021-08-23T00:00:00Z	2020-06-25T13:39:00Z	-	-	-					Embryo
Brassica nigra	PRJNA641876	SRR12091193	Embryo	-	-	-	SRP268811	GSM4636973	7414308468	2721668491	252	SAMN15369369	SRX8617153	2021-08-23T00:00:00Z	2020-06-25T13:44:00Z	-	-	-					Embryo
Brassica nigra	PRJNA641876	SRR12091194	Seed coat	-	-	-	SRP268811	GSM4636974	7280653212	2631213072	252	SAMN15369368	SRX8617154	2021-08-23T00:00:00Z	2020-06-25T13:44:00Z	-	-	-					Seed coat
Brassica nigra	PRJNA641876	SRR12091195	Seed coat	-	-	-	SRP268811	GSM4636975	8417800188	3066606979	252	SAMN15369357	SRX8617155	2021-08-23T00:00:00Z	2020-06-25T13:39:00Z	-	-	-					Seed coat
Brassica nigra	PRJNA641876	SRR12091196	Seed coat	-	-	-	SRP268811	GSM4636976	7881880608	2842418615	252	SAMN15369356	SRX8617156	2021-08-23T00:00:00Z	2020-06-25T13:46:00Z	-	-	-					Seed coat
Brassica nigra	PRJNA641876	SRR12091197	Seed coat	-	-	-	SRP268811	GSM4636977	7434966924	2711713238	252	SAMN15369327	SRX8617157	2021-08-23T00:00:00Z	2020-06-25T13:47:00Z	-	-	-					Seed coat
Brassica nigra	PRJNA641876	SRR12091198	Seed coat	-	-	-	SRP268811	GSM4636978	6905925936	2512923717	252	SAMN15369326	SRX8617158	2021-08-23T00:00:00Z	2020-06-25T13:46:00Z	-	-	-					Seed coat
Brassica nigra	PRJNA641876	SRR12091199	Seed coat	-	-	-	SRP268811	GSM4636979	7283416644	2660791962	252	SAMN15369325	SRX8617159	2021-08-23T00:00:00Z	2020-06-25T13:46:00Z	-	-	-					Seed coat
Brassica nigra	PRJNA641876	SRR12091200	Seed coat	-	-	-	SRP268811	GSM4636980	6449826348	2388843009	252	SAMN15369324	SRX8617160	2021-08-23T00:00:00Z	2020-06-25T13:36:00Z	-	-	-					Seed coat
Brassica nigra	PRJNA641876	SRR12091201	Seed coat	-	-	-	SRP268811	GSM4636981	7002378684	2572830613	252	SAMN15369323	SRX8617161	2021-08-23T00:00:00Z	2020-06-25T13:35:00Z	-	-	-					Seed coat
Brassica nigra	PRJNA641876	SRR12091202	Seed coat	-	-	-	SRP268811	GSM4636982	6678654696	2488325414	252	SAMN15369367	SRX8617162	2021-08-23T00:00:00Z	2020-06-25T13:40:00Z	-	-	-					Seed coat
Brassica nigra	PRJNA641876	SRR12091203	Seed coat	-	-	-	SRP268811	GSM4636983	6810861456	2518412304	252	SAMN15369366	SRX8617163	2021-08-23T00:00:00Z	2020-06-25T13:39:00Z	-	-	-					Seed coat
Brassica nigra	PRJNA641876	SRR12091204	Seed coat	-	-	-	SRP268811	GSM4636984	6876661680	2529133141	252	SAMN15369365	SRX8617164	2021-08-23T00:00:00Z	2020-06-25T13:41:00Z	-	-	-					Seed coat
Brassica nigra	PRJNA641876	SRR12091205	Seed coat	-	-	-	SRP268811	GSM4636985	6873315120	2502723099	252	SAMN15369364	SRX8617165	2021-08-23T00:00:00Z	2020-06-25T13:48:00Z	-	-	-					Seed coat
Brassica carinata	PRJNA641876	SRR12091206	Embryo	-	-	-	SRP268811	GSM4636986	5337147312	1971975521	252	SAMN15369363	SRX8617166	2021-08-23T00:00:00Z	2020-06-25T13:37:00Z	-	-	-					Embryo
Brassica carinata	PRJNA641876	SRR12091207	Embryo	-	-	-	SRP268811	GSM4636987	7343583660	2704964489	252	SAMN15369362	SRX8617167	2021-08-23T00:00:00Z	2020-06-25T13:53:00Z	-	-	-					Embryo
Brassica carinata	PRJNA641876	SRR12091208	Embryo	-	-	-	SRP268811	GSM4636988	6456825144	2357822256	252	SAMN15369361	SRX8617168	2021-08-23T00:00:00Z	2020-06-25T13:43:00Z	-	-	-					Embryo
Brassica carinata	PRJNA641876	SRR12091209	Embryo	-	-	-	SRP268811	GSM4636989	4869320148	1733330783	252	SAMN15369360	SRX8617169	2021-08-23T00:00:00Z	2020-06-25T13:39:00Z	-	-	-					Embryo
Brassica carinata	PRJNA641876	SRR12091210	Embryo	-	-	-	SRP268811	GSM4636990	5452847568	1971304809	252	SAMN15369359	SRX8617170	2021-08-23T00:00:00Z	2020-06-25T13:46:00Z	-	-	-					Embryo
Brassica carinata	PRJNA641876	SRR12091211	Embryo	-	-	-	SRP268811	GSM4636991	6231590820	2255526431	252	SAMN15369358	SRX8617171	2021-08-23T00:00:00Z	2020-06-25T13:40:00Z	-	-	-					Embryo
Brassica carinata	PRJNA641876	SRR12091212	Seed coat	-	-	-	SRP268811	GSM4636992	6446727000	2298794175	252	SAMN15369252	SRX8617172	2021-08-23T00:00:00Z	2020-06-25T13:37:00Z	-	-	-					Seed coat
Brassica carinata	PRJNA641876	SRR12091213	Seed coat	-	-	-	SRP268811	GSM4636993	9766813140	3493850148	252	SAMN15369251	SRX8617173	2021-08-23T00:00:00Z	2020-06-25T14:15:00Z	-	-	-					Seed coat
Brassica carinata	PRJNA641876	SRR12091214	Seed coat	-	-	-	SRP268811	GSM4636994	5645719044	2017850372	252	SAMN15369250	SRX8617174	2021-08-23T00:00:00Z	2020-06-25T13:41:00Z	-	-	-					Seed coat
Brassica carinata	PRJNA641876	SRR12091215	Seed coat	-	-	-	SRP268811	GSM4636995	6016614156	2142230020	252	SAMN15369249	SRX8617175	2021-08-23T00:00:00Z	2020-06-25T13:55:00Z	-	-	-					Seed coat
Brassica carinata	PRJNA641876	SRR12091216	Seed coat	-	-	-	SRP268811	GSM4636996	5893244028	2125153898	252	SAMN15369248	SRX8617176	2021-08-23T00:00:00Z	2020-06-25T13:37:00Z	-	-	-					Seed coat
Brassica carinata	PRJNA641876	SRR12091217	Seed coat	-	-	-	SRP268811	GSM4636997	5913506844	2124562183	252	SAMN15369247	SRX8617177	2021-08-23T00:00:00Z	2020-06-25T13:36:00Z	-	-	-					Seed coat
Brassica carinata	PRJNA641876	SRR12091218	Seed coat	-	-	-	SRP268811	GSM4636998	5729116932	2037723960	252	SAMN15369246	SRX8617178	2021-08-23T00:00:00Z	2020-06-25T13:37:00Z	-	-	-					Seed coat
Brassica carinata	PRJNA641876	SRR12091219	Seed coat	-	-	-	SRP268811	GSM4636999	6155756208	2200181397	252	SAMN15369245	SRX8617179	2021-08-23T00:00:00Z	2020-06-25T13:37:00Z	-	-	-					Seed coat
Brassica carinata	PRJNA641876	SRR12091220	Seed coat	-	-	-	SRP268811	GSM4637000	6914125008	2476271810	252	SAMN15369244	SRX8617180	2021-08-23T00:00:00Z	2020-06-25T13:42:00Z	-	-	-					Seed coat
Brassica carinata	PRJNA641876	SRR12091221	Seed coat	-	-	-	SRP268811	GSM4637001	6043390416	2185147131	252	SAMN15369243	SRX8617181	2021-08-23T00:00:00Z	2020-06-25T13:39:00Z	-	-	-					Seed coat
Brassica carinata	PRJNA641876	SRR12091222	Seed coat	-	-	-	SRP268811	GSM4637002	5963660892	2143033553	252	SAMN15369242	SRX8617182	2021-08-23T00:00:00Z	2020-06-25T13:37:00Z	-	-	-					Seed coat
Brassica carinata	PRJNA641876	SRR12091223	Seed coat	-	-	-	SRP268811	GSM4637003	6538215852	2368538938	252	SAMN15369241	SRX8617183	2021-08-23T00:00:00Z	2020-06-25T13:46:00Z	-	-	-					Seed coat
Brassica carinata	PRJNA641876	SRR12091224	Seed coat	-	-	-	SRP268811	GSM4637004	6595089228	2322794061	252	SAMN15369240	SRX8617184	2021-08-23T00:00:00Z	2020-06-25T13:45:00Z	-	-	-					Seed coat
Brassica carinata	PRJNA641876	SRR12091225	Seed coat	-	-	-	SRP268811	GSM4637005	5655876660	2007768103	252	SAMN15369239	SRX8617185	2021-08-23T00:00:00Z	2020-06-25T13:38:00Z	-	-	-					Seed coat
Brassica juncea	PRJNA641876	SRR12091226	Embryo	-	-	-	SRP268811	GSM4637006	5353670952	1873695365	252	SAMN15369238	SRX8617186	2021-08-23T00:00:00Z	2020-06-25T13:37:00Z	-	-	-					Embryo
Brassica juncea	PRJNA641876	SRR12091227	Embryo	-	-	-	SRP268811	GSM4637007	5768222796	2027412663	252	SAMN15369237	SRX8617187	2021-08-23T00:00:00Z	2020-06-25T13:37:00Z	-	-	-					Embryo
Brassica juncea	PRJNA641876	SRR12091228	Embryo	-	-	-	SRP268811	GSM4637008	6692038668	2358408349	252	SAMN15369236	SRX8617188	2021-08-23T00:00:00Z	2020-06-25T13:43:00Z	-	-	-					Embryo
Brassica juncea	PRJNA641876	SRR12091229	Embryo	-	-	-	SRP268811	GSM4637009	5785943184	2032588941	252	SAMN15369235	SRX8617189	2021-08-23T00:00:00Z	2020-06-25T13:37:00Z	-	-	-					Embryo
Brassica juncea	PRJNA641876	SRR12091230	Embryo	-	-	-	SRP268811	GSM4637010	6550063884	2326377151	252	SAMN15369234	SRX8617190	2021-08-23T00:00:00Z	2020-06-25T14:07:00Z	-	-	-					Embryo
Brassica juncea	PRJNA641876	SRR12091231	Embryo	-	-	-	SRP268811	GSM4637011	5911987788	2086156851	252	SAMN15369233	SRX8617191	2021-08-23T00:00:00Z	2020-06-25T13:46:00Z	-	-	-					Embryo
Brassica juncea	PRJNA641876	SRR12091232	Seed coat	-	-	-	SRP268811	GSM4637012	7265877444	2670966814	252	SAMN15369282	SRX8617192	2021-08-23T00:00:00Z	2020-06-25T13:49:00Z	-	-	-					Seed coat
Brassica juncea	PRJNA641876	SRR12091233	Seed coat	-	-	-	SRP268811	GSM4637013	7668489528	2864085298	252	SAMN15369281	SRX8617193	2021-08-23T00:00:00Z	2020-06-25T13:46:00Z	-	-	-					Seed coat
Brassica juncea	PRJNA641876	SRR12091234	Seed coat	-	-	-	SRP268811	GSM4637014	7671230532	2868148261	252	SAMN15369276	SRX8617194	2021-08-23T00:00:00Z	2020-06-25T13:40:00Z	-	-	-					Seed coat
Brassica juncea	PRJNA641876	SRR12091235	Seed coat	-	-	-	SRP268811	GSM4637015	7078269744	2670646036	252	SAMN15369275	SRX8617195	2021-08-23T00:00:00Z	2020-06-25T13:37:00Z	-	-	-					Seed coat
Brassica juncea	PRJNA641876	SRR12091236	Seed coat	-	-	-	SRP268811	GSM4637016	6991456752	2668787392	252	SAMN15369274	SRX8617196	2021-08-23T00:00:00Z	2020-06-25T13:50:00Z	-	-	-					Seed coat
Brassica juncea	PRJNA641876	SRR12091237	Seed coat	-	-	-	SRP268811	GSM4637017	6695203536	2470567458	252	SAMN15369273	SRX8617197	2021-08-23T00:00:00Z	2020-06-25T13:41:00Z	-	-	-					Seed coat
Brassica juncea	PRJNA641876	SRR12091238	Seed coat	-	-	-	SRP268811	GSM4637018	7330540896	2756481611	252	SAMN15369272	SRX8617198	2021-08-23T00:00:00Z	2020-06-25T13:39:00Z	-	-	-					Seed coat
Brassica juncea	PRJNA641876	SRR12091239	Seed coat	-	-	-	SRP268811	GSM4637019	5376084084	1999758952	252	SAMN15369271	SRX8617199	2021-08-23T00:00:00Z	2020-06-25T13:49:00Z	-	-	-					Seed coat
Brassica juncea	PRJNA641876	SRR12091240	Seed coat	-	-	-	SRP268811	GSM4637020	7532095284	2794469325	252	SAMN15369270	SRX8617200	2021-08-23T00:00:00Z	2020-06-25T13:58:00Z	-	-	-					Seed coat
Brassica juncea	PRJNA641876	SRR12091241	Seed coat	-	-	-	SRP268811	GSM4637021	7918449084	2997187390	252	SAMN15369269	SRX8617201	2021-08-23T00:00:00Z	2020-06-25T14:52:00Z	-	-	-					Seed coat
Brassica juncea	PRJNA641876	SRR12091242	Seed coat	-	-	-	SRP268811	GSM4637022	8594313840	3211358533	252	SAMN15369189	SRX8617202	2021-08-23T00:00:00Z	2020-06-25T13:59:00Z	-	-	-					Seed coat
Brassica juncea	PRJNA641876	SRR12091243	Seed coat	-	-	-	SRP268811	GSM4637023	6476580684	2463822538	252	SAMN15369188	SRX8617203	2021-08-23T00:00:00Z	2020-06-25T13:35:00Z	-	-	-					Seed coat
Brassica napus	PRJNA641876	SRR12091244	Embryo	-	-	-	SRP268811	GSM4637024	8378258112	3181159136	252	SAMN15369187	SRX8617204	2021-08-23T00:00:00Z	2020-06-25T13:43:00Z	-	-	-					Embryo
Brassica napus	PRJNA641876	SRR12091245	Embryo	-	-	-	SRP268811	GSM4637025	8043323652	2964529631	252	SAMN15369232	SRX8617205	2021-08-23T00:00:00Z	2020-06-25T13:43:00Z	-	-	-					Embryo
Brassica napus	PRJNA641876	SRR12091246	Embryo	-	-	-	SRP268811	GSM4637026	7394660028	2799303696	252	SAMN15369231	SRX8617206	2021-08-23T00:00:00Z	2020-06-25T13:55:00Z	-	-	-					Embryo
Brassica napus	PRJNA641876	SRR12091247	Embryo	-	-	-	SRP268811	GSM4637027	6133319640	2299046986	252	SAMN15369230	SRX8617207	2021-08-23T00:00:00Z	2020-06-25T13:40:00Z	-	-	-					Embryo
Brassica napus	PRJNA641876	SRR12091248	Seed coat	-	-	-	SRP268811	GSM4637028	9048909240	3348704039	252	SAMN15369229	SRX8617208	2021-08-23T00:00:00Z	2020-06-25T13:46:00Z	-	-	-					Seed coat
Brassica napus	PRJNA641876	SRR12091249	Seed coat	-	-	-	SRP268811	GSM4637029	7365681288	2765482548	252	SAMN15369228	SRX8617209	2021-08-23T00:00:00Z	2020-06-25T13:46:00Z	-	-	-					Seed coat
Brassica napus	PRJNA641876	SRR12091250	Seed coat	-	-	-	SRP268811	GSM4637030	6767025804	2516726228	252	SAMN15369227	SRX8617210	2021-08-23T00:00:00Z	2020-06-25T13:41:00Z	-	-	-					Seed coat
Brassica napus	PRJNA641876	SRR12091251	Seed coat	-	-	-	SRP268811	GSM4637031	6492175452	2501484146	252	SAMN15369226	SRX8617211	2021-08-23T00:00:00Z	2020-06-25T13:45:00Z	-	-	-					Seed coat
Brassica napus	PRJNA641876	SRR12091252	Seed coat	-	-	-	SRP268811	GSM4637032	6710642820	2530134581	252	SAMN15369225	SRX8617212	2021-08-23T00:00:00Z	2020-06-25T13:42:00Z	-	-	-					Seed coat
Brassica napus	PRJNA641876	SRR12091253	Seed coat	-	-	-	SRP268811	GSM4637033	7374366720	2720021135	252	SAMN15369224	SRX8617213	2021-08-23T00:00:00Z	2020-06-25T13:41:00Z	-	-	-					Seed coat
Brassica napus	PRJNA641876	SRR12091254	Seed coat	-	-	-	SRP268811	GSM4637034	7581566160	2838177131	252	SAMN15369223	SRX8617214	2021-08-23T00:00:00Z	2020-06-25T13:43:00Z	-	-	-					Seed coat
Brassica napus	PRJNA641876	SRR12091255	Seed coat	-	-	-	SRP268811	GSM4637035	6847458156	2545137910	252	SAMN15369222	SRX8617215	2021-08-23T00:00:00Z	2020-06-25T13:47:00Z	-	-	-					Seed coat
Brassica napus	PRJNA641876	SRR12091256	Seed coat	-	-	-	SRP268811	GSM4637036	7544124756	2746734484	252	SAMN15369221	SRX8617216	2021-08-23T00:00:00Z	2020-06-25T13:41:00Z	-	-	-					Seed coat
Brassica napus	PRJNA641876	SRR12091257	Seed coat	-	-	-	SRP268811	GSM4637037	8469642132	3116557735	252	SAMN15369220	SRX8617217	2021-08-23T00:00:00Z	2020-06-25T13:43:00Z	-	-	-					Seed coat
Brassica oleracea	PRJNA641876	SRR12091258	Embryo	-	-	-	SRP268811	GSM4637038	8083040616	2992487625	252	SAMN15369219	SRX8617218	2021-08-23T00:00:00Z	2020-06-25T14:01:00Z	-	-	-					Embryo
Brassica oleracea	PRJNA641876	SRR12091259	Embryo	-	-	-	SRP268811	GSM4637039	7808943744	2949728682	252	SAMN15369218	SRX8617219	2021-08-23T00:00:00Z	2020-06-25T13:43:00Z	-	-	-					Embryo
Brassica oleracea	PRJNA641876	SRR12091260	Seed coat	-	-	-	SRP268811	GSM4637040	6729895872	2531573143	252	SAMN15369217	SRX8617220	2021-08-23T00:00:00Z	2020-06-25T13:43:00Z	-	-	-					Seed coat
Brassica oleracea	PRJNA641876	SRR12091261	Seed coat	-	-	-	SRP268811	GSM4637041	6327251028	2324794106	252	SAMN15369216	SRX8617221	2021-08-23T00:00:00Z	2020-06-25T13:40:00Z	-	-	-					Seed coat
Brassica oleracea	PRJNA641876	SRR12091262	Seed coat	-	-	-	SRP268811	GSM4637042	8365721868	3126251499	252	SAMN15369215	SRX8617222	2021-08-23T00:00:00Z	2020-06-25T13:54:00Z	-	-	-					Seed coat
Brassica oleracea	PRJNA641876	SRR12091263	Seed coat	-	-	-	SRP268811	GSM4637043	8618136408	3225508075	252	SAMN15369214	SRX8617223	2021-08-23T00:00:00Z	2020-06-25T14:02:00Z	-	-	-					Seed coat
Brassica oleracea	PRJNA641876	SRR12091264	Seed coat	-	-	-	SRP268811	GSM4637044	6658861860	2466349455	252	SAMN15369213	SRX8617224	2021-08-23T00:00:00Z	2020-06-25T13:41:00Z	-	-	-					Seed coat
Brassica oleracea	PRJNA641876	SRR12091265	Seed coat	-	-	-	SRP268811	GSM4637045	7635800340	2863367421	252	SAMN15369212	SRX8617225	2021-08-23T00:00:00Z	2020-06-25T13:45:00Z	-	-	-					Seed coat
Brassica oleracea	PRJNA641876	SRR12091266	Seed coat	-	-	-	SRP268811	GSM4637046	5615011836	1963749325	252	SAMN15369211	SRX8617226	2021-08-23T00:00:00Z	2020-06-25T13:43:00Z	-	-	-					Seed coat
Brassica oleracea	PRJNA641876	SRR12091267	Seed coat	-	-	-	SRP268811	GSM4637047	5842178244	2085065782	252	SAMN15369257	SRX8617227	2021-08-23T00:00:00Z	2020-06-25T13:39:00Z	-	-	-					Seed coat
Brassica napus	PRJNA641876	SRR12091268	Seed coat	-	-	-	SRP268811	GSM4637048	5792789268	2052386158	252	SAMN15369256	SRX8617228	2021-08-23T00:00:00Z	2020-06-25T13:38:00Z	-	-	-					Seed coat
Brassica napus	PRJNA641876	SRR12091269	Seed coat	-	-	-	SRP268811	GSM4637049	5658316020	1951993991	252	SAMN15369255	SRX8617229	2021-08-23T00:00:00Z	2020-06-25T13:40:00Z	-	-	-					Seed coat
Brassica carinata	PRJNA641876	SRR12091270	ovule	-	-	-	SRP268811	GSM4637050	6181474068	2174827978	252	SAMN15369254	SRX8617230	2021-08-23T00:00:00Z	2020-06-25T13:46:00Z	-	-	-					ovule
Brassica carinata	PRJNA641876	SRR12091271	ovule	-	-	-	SRP268811	GSM4637051	6544212192	2299275514	252	SAMN15369253	SRX8617231	2021-08-23T00:00:00Z	2020-06-25T14:14:00Z	-	-	-					ovule
Brassica carinata	PRJNA641876	SRR12091272	Embryo	-	-	-	SRP268811	GSM4637052	11137032900	3880482657	252	SAMN15369303	SRX8617232	2021-08-23T00:00:00Z	2020-06-25T13:52:00Z	-	-	-					Embryo
Brassica carinata	PRJNA641876	SRR12091273	Embryo	-	-	-	SRP268811	GSM4637053	8793439956	3106600674	252	SAMN15369302	SRX8617233	2021-08-23T00:00:00Z	2020-06-25T13:57:00Z	-	-	-					Embryo
Brassica carinata	PRJNA641876	SRR12091274	Embryo	-	-	-	SRP268811	GSM4637054	7082339040	2480164566	252	SAMN15369301	SRX8617234	2021-08-23T00:00:00Z	2020-06-25T13:40:00Z	-	-	-					Embryo
Brassica carinata	PRJNA641876	SRR12091275	Embryo	-	-	-	SRP268811	GSM4637055	9961514640	3487031798	252	SAMN15369300	SRX8617235	2021-08-23T00:00:00Z	2020-06-25T13:56:00Z	-	-	-					Embryo
Brassica nigra	PRJNA641876	SRR12091276	ovule	-	-	-	SRP268811	GSM4637056	8276725800	2901510793	252	SAMN15369287	SRX8617236	2021-08-23T00:00:00Z	2020-06-25T13:53:00Z	-	-	-					ovule
Brassica nigra	PRJNA641876	SRR12091277	ovule	-	-	-	SRP268811	GSM4637057	6314669424	2308927235	252	SAMN15369286	SRX8617237	2021-08-23T00:00:00Z	2020-06-25T13:41:00Z	-	-	-					ovule
Brassica nigra	PRJNA641876	SRR12091278	Seed coat	-	-	-	SRP268811	GSM4637058	5699230236	2110417264	252	SAMN15369285	SRX8617238	2021-08-23T00:00:00Z	2020-06-25T14:14:00Z	-	-	-					Seed coat
Brassica nigra	PRJNA641876	SRR12091279	Seed coat	-	-	-	SRP268811	GSM4637059	6390175428	2418556489	252	SAMN15369284	SRX8617239	2021-08-23T00:00:00Z	2020-06-25T14:01:00Z	-	-	-					Seed coat
Brassica nigra	PRJNA641876	SRR12091280	Embryo	-	-	-	SRP268811	GSM4637060	6660906084	2421393062	252	SAMN15369283	SRX8617240	2021-08-23T00:00:00Z	2020-06-25T13:43:00Z	-	-	-					Embryo
Brassica nigra	PRJNA641876	SRR12091281	Embryo	-	-	-	SRP268811	GSM4637061	6270621588	2329245484	252	SAMN15369348	SRX8617241	2021-08-23T00:00:00Z	2020-06-25T13:49:00Z	-	-	-					Embryo
Brassica nigra	PRJNA641876	SRR12091282	Embryo	-	-	-	SRP268811	GSM4637062	5394699576	2039035578	252	SAMN15369347	SRX8617242	2021-08-23T00:00:00Z	2020-06-25T13:47:00Z	-	-	-					Embryo
Brassica oleracea	PRJNA641876	SRR12091283	ovule	-	-	-	SRP268811	GSM4637063	6606161856	2417558798	252	SAMN15369346	SRX8617243	2021-08-23T00:00:00Z	2020-06-25T13:40:00Z	-	-	-					ovule
Brassica oleracea	PRJNA641876	SRR12091284	ovule	-	-	-	SRP268811	GSM4637064	6737666544	2438508777	252	SAMN15369345	SRX8617244	2021-08-23T00:00:00Z	2020-06-25T13:43:00Z	-	-	-					ovule
Brassica oleracea	PRJNA641876	SRR12091285	Seed coat	-	-	-	SRP268811	GSM4637065	7408791684	2720198772	252	SAMN15369344	SRX8617245	2021-08-23T00:00:00Z	2020-06-25T13:50:00Z	-	-	-					Seed coat
Brassica oleracea	PRJNA641876	SRR12091286	Seed coat	-	-	-	SRP268811	GSM4637066	7563418128	2816016245	252	SAMN15369343	SRX8617246	2021-08-23T00:00:00Z	2020-06-25T13:58:00Z	-	-	-					Seed coat
Brassica oleracea	PRJNA641876	SRR12091287	Embryo	-	-	-	SRP268811	GSM4637067	6355234872	2378952868	252	SAMN15369342	SRX8617247	2021-08-23T00:00:00Z	2020-06-25T13:43:00Z	-	-	-					Embryo
Brassica oleracea	PRJNA641876	SRR12091288	Embryo	-	-	-	SRP268811	GSM4637068	5909176728	2225584347	252	SAMN15369341	SRX8617248	2021-08-23T00:00:00Z	2020-06-25T13:43:00Z	-	-	-					Embryo
Brassica oleracea	PRJNA641876	SRR12091289	Embryo	-	-	-	SRP268811	GSM4637069	6318218592	2391374012	252	SAMN15369340	SRX8617249	2021-08-23T00:00:00Z	2020-06-25T13:50:00Z	-	-	-					Embryo
Brassica napus	PRJNA641876	SRR12091290	ovule	-	-	-	SRP268811	GSM4637070	7565002956	2686022747	252	SAMN15369339	SRX8617250	2021-08-23T00:00:00Z	2020-06-25T13:56:00Z	-	-	-					ovule
Brassica napus	PRJNA641876	SRR12091291	ovule	-	-	-	SRP268811	GSM4637071	6250826232	2247974317	252	SAMN15369338	SRX8617251	2021-08-23T00:00:00Z	2020-06-25T13:49:00Z	-	-	-					ovule
Brassica napus	PRJNA641876	SRR12091292	Seed coat	-	-	-	SRP268811	GSM4637072	7113967560	2588053056	252	SAMN15369337	SRX8617252	2021-08-23T00:00:00Z	2020-06-25T13:44:00Z	-	-	-					Seed coat
